"","id","name","latitude","longitude","latest"
"229",225842,"Tower Hamlets - Blackwall",51.5150461674013,-0.00841849265642741,"2023-02-16T00:00:00Z"
"230",225845,"Sutton - Wallington",51.3586596124998,-0.149723946604927,"2024-06-21T11:00:00+01:00"
"231",225846,"Westminster - Ebury Street (Grosvenor)",51.493492,-0.149906,"2023-11-15T04:00:00Z"
"232",225848,"Westminster - Oxford Street",51.5139287404213,-0.152792701881935,"2024-12-02T10:00:00Z"
"233",225850,"Wandsworth - Tooting High Street",51.429331,-0.166524,"2024-12-02T10:00:00Z"
"234",225851,"Wandsworth - Putney",51.4650325059122,-0.215824580947572,"2024-12-02T09:00:00Z"
"235",225852,"Wandsworth - Putney High Street",51.463429,-0.215871,"2024-12-02T10:00:00Z"
"236",227058,"Newham - Britannia Gate",51.503858,0.020574415,"2024-12-02T09:00:00Z"
"237",227059,"Greenwich - Tunnel Avenue",51.495057,0.0041074676,"2024-04-09T11:00:00+01:00"
"238",227060,"Newham - Hoola Tower",51.508198,0.015002152,"2024-12-02T10:00:00Z"
"239",230827,"Southwark - South Circular Road",51.442633,-0.077653974,"2024-12-02T10:00:00Z"
"240",270693,"Waterloo Place (The Crown Estate)",51.5075819137762,-0.133068372704093,"2024-12-02T02:00:00Z"
"241",270694,"Regent Street facade (The Crown Estate)",51.5111824979787,-0.139114122784456,"2023-02-16T00:00:00Z"
"242",270712,"Lewisham - Laurence House Catford",51.4447808,-0.0221832,"2024-11-28T10:00:00Z"
"243",287453,"Hackney - Queensbridge Road",51.539324,-0.070078971,"2022-06-28T12:00:00+01:00"
"244",290183,"Tower Hamlets - Jubilee Park",51.5029878731458,-0.0180219908165375,"2024-11-29T23:00:00Z"
"245",304892,"City of London - Guildhall",51.515907,-0.092023986,"2023-07-04T08:00:00+01:00"
"246",310232,"Hackney - Homerton Library",51.5487472103442,-0.0418806967224562,"2022-07-18T13:00:00+01:00"
"247",310238,"Hackney - Amhurst Road",51.5500559909969,-0.0633016026789864,"2022-07-18T13:00:00+01:00"
"248",426753,"Newham - East Ham Town Hall",51.5330166040173,0.0550002064487128,"2024-04-02T11:00:00+01:00"
"249",927171,"Regent Street (The Crown Estate)",51.5113148373152,-0.139322877049969,"2024-11-15T08:00:00Z"
"250",1235983,"Islington",51.5465402591367,-0.0907452421552941,"2024-12-02T11:00:00Z"
"251",1462792,"UAL Creative Computing Institute, Greencoat Building",51.4723090811869,-0.0860062392925502,"2024-12-02T11:00:00Z"
"252",2453304,"Marylebone Road",51.52224,-0.15657,"2024-12-02T11:00:00Z"
"253",2453309,"Honor Oak Park",51.451186,-0.039428,"2024-12-02T11:00:00Z"
"254",2453312,"Honor Oak Park",51.451186,-0.039428,"2024-12-02T11:00:00Z"
"255",2453319,"Marylebone Road",51.52224,-0.15657,"2024-12-02T11:00:00Z"
"256",2659910,"Borehamwood Meadow Park - UKA00644",51.6612289992477,-0.270671000067318,"2024-12-02T05:00:00Z"
"257",2730859,"Woodville Road",51.656961,-0.184963,NA
"258",2862784,"SW London",51.460194,-0.150917,"2024-08-01T19:00:00+01:00"
"259",2946433,"Maiden Lane, London",51.5423,-0.1285,"2024-11-27T11:00:00Z"
